Stimulus	Duration
Profession-En	7
Tree-Sp	7
Profession-Ga	7
Tree-Pa	7
Profession-In	7
Tree-El	7
Profession-Ve	7
Tree-Bi	7
Profession-Pl	7
Tree-Do	7
Profession-Ja	7
Tree-Ju	7
Profession-Ve	7
Tree-Ju	7
Profession-Ja	7
Tree-Bi	7
Profession-In	7
Tree-El	7
Profession-En	7
Tree-Pa	7
Profession-Pl	7
Tree-Do	7
Profession-Ga	7
Tree-Sp	7
Profession-Pl	7
Tree-Bi	7
Profession-Ve	7
Tree-Do	7
Profession-Ja	7
Tree-Pa	7
Profession-In	7
Tree-El	7
Profession-Ga	7
Tree-Ju	7
Profession-En	7
Tree-Sp	7
