Stimulus	Duration
Profession-So	7
Tree-As	7
Profession-Cr	7
Tree-Re	7
Profession-Ac	7
Tree-Hi	7
Profession-Nu	7
Tree-Ce	7
Profession-De	7
Tree-Wi	7
Profession-Fa	7
Tree-Mi	7
Profession-Nu	7
Tree-Mi	7
Profession-Fa	7
Tree-Ce	7
Profession-Ac	7
Tree-Hi	7
Profession-So	7
Tree-Re	7
Profession-De	7
Tree-Wi	7
Profession-Cr	7
Tree-As	7
Profession-De	7
Tree-Ce	7
Profession-Nu	7
Tree-Wi	7
Profession-Fa	7
Tree-Re	7
Profession-Ac	7
Tree-Hi	7
Profession-Cr	7
Tree-Mi	7
Profession-So	7
Tree-As	7
