Stimulus	Duration
Vegetable-As	7
Wood-Wa	7
Tool-Pl	7
Instrument-Fl	7
Tool-Wr	7
Instrument-Ob	7
Vegetable-Ra	7
Wood-Pi	7
Instrument-Cl	7
Vegetable-Pe	7
Wood-Sp	7
Tool-Ha	7
Vegetable-As	7
Instrument-Fl	7
Wood-Wa	7
Tool-Pl	7
Wood-Pi	7
Tool-Wr	7
Vegetable-Ra	7
Instrument-Ob	7
Tool-Ha	7
Wood-Sp	7
Instrument-Cl	7
Vegetable-Pe	7
Instrument-Ob	7
Wood-Sp	7
Vegetable-Ra	7
Tool-Wr	7
Instrument-Cl	7
Wood-Pi	7
Tool-Pl	7
Vegetable-As	7
Wood-Wa	7
Instrument-Fl	7
Vegetable-Pe	7
Tool-Ha	7
