Stimulus	Duration
Insect-We	7
Metal-Ir	7
Insect-Be	7
Metal-Go	7
Insect-Mo	7
Metal-Me	7
Insect-Ci	7
Metal-Pe	7
Insect-Ho	7
Metal-Br	7
Insect-Ap	7
Metal-Si	7
Insect-Ci	7
Metal-Si	7
Insect-Ap	7
Metal-Pe	7
Insect-Mo	7
Metal-Me	7
Insect-We	7
Metal-Go	7
Insect-Ho	7
Metal-Br	7
Insect-Be	7
Metal-Ir	7
Insect-Ho	7
Metal-Pe	7
Insect-Ci	7
Metal-Br	7
Insect-Ap	7
Metal-Go	7
Insect-Mo	7
Metal-Me	7
Insect-Be	7
Metal-Si	7
Insect-We	7
Metal-Ir	7
