Stimulus	Duration
Insect-Ti	7
Metal-Al	7
Insect-Gr	7
Metal-Ch	7
Insect-Ro	7
Metal-Li	7
Insect-Lo	7
Metal-Fr	7
Insect-Sc	7
Metal-Ni	7
Insect-Fl	7
Metal-Tu	7
Insect-Lo	7
Metal-Tu	7
Insect-Fl	7
Metal-Fr	7
Insect-Ro	7
Metal-Li	7
Insect-Ti	7
Metal-Ch	7
Insect-Sc	7
Metal-Ni	7
Insect-Gr	7
Metal-Al	7
Insect-Sc	7
Metal-Fr	7
Insect-Lo	7
Metal-Ni	7
Insect-Fl	7
Metal-Ch	7
Insect-Ro	7
Metal-Li	7
Insect-Gr	7
Metal-Tu	7
Insect-Ti	7
Metal-Al	7
