Stimulus	Duration
Vegetable-Le	7
Wood-Ce	7
Tool-Ch	7
Instrument-Sa	7
Tool-Dr	7
Instrument-Ba	7
Vegetable-Cu	7
Wood-Ma	7
Instrument-Gu	7
Vegetable-Br	7
Wood-Bi	7
Tool-Sc	7
Vegetable-Le	7
Instrument-Sa	7
Wood-Ce	7
Tool-Ch	7
Wood-Ma	7
Tool-Dr	7
Vegetable-Cu	7
Instrument-Ba	7
Tool-Sc	7
Wood-Bi	7
Instrument-Gu	7
Vegetable-Br	7
Instrument-Ba	7
Wood-Bi	7
Vegetable-Cu	7
Tool-Dr	7
Instrument-Gu	7
Wood-Ma	7
Tool-Ch	7
Vegetable-Le	7
Wood-Ce	7
Instrument-Sa	7
Vegetable-Br	7
Tool-Sc	7
