subjNum	stimulus	duration	RT
214.000000	5+7=	5.000000	1.497334
214.000000	3+6=	5.000000	1.581920
214.000000	2+4=	5.000000	1.142631
214.000000	8+9=	5.000000	0.888942
214.000000	2+9=	5.000000	0.870990
214.000000	2+3=	5.000000	0.587269
214.000000	4+8=	5.000000	0.891426
214.000000	9+9=	5.000000	0.776401
214.000000	5+9=	5.000000	1.097805
214.000000	7+8=	5.000000	1.045661
214.000000	3+7=	5.000000	1.299634
214.000000	2+8=	5.000000	1.191586
214.000000	3+4=	5.000000	0.680217
214.000000	2+7=	5.000000	0.773005
214.000000	3+3=	5.000000	0.886339
214.000000	6+9=	5.000000	1.162891
214.000000	4+9=	5.000000	0.756238
214.000000	6+8=	5.000000	0.974152
214.000000	4+5=	5.000000	0.703658
214.000000	7+9=	5.000000	1.260606
214.000000	4+6=	5.000000	0.762321
214.000000	4+4=	5.000000	0.770963
214.000000	5+8=	5.000000	0.972938
214.000000	4+7=	5.000000	1.766032
214.000000	6+6=	5.000000	0.767563
214.000000	5+5=	5.000000	0.656923
214.000000	3+5=	5.000000	1.078496
214.000000	3+9=	5.000000	0.941248
214.000000	7+7=	5.000000	0.759927
214.000000	5+6=	5.000000	0.784676
214.000000	2+5=	5.000000	0.857185
214.000000	8+8=	5.000000	0.774874
214.000000	2+6=	5.000000	1.753706
214.000000	2+2=	5.000000	0.706275
214.000000	3+8=	5.000000	1.334293
214.000000	6+7=	5.000000	1.609199
