subjNum	stimulus	duration	RT
696.000000	6+6=	5.000000	1.469870
696.000000	3+3=	5.000000	0.699973
696.000000	6+8=	5.000000	0.719987
696.000000	3+6=	5.000000	0.747107
696.000000	2+3=	5.000000	0.645039
696.000000	4+7=	5.000000	0.828329
696.000000	7+7=	5.000000	0.731245
696.000000	9+9=	5.000000	1.077253
696.000000	2+2=	5.000000	0.666658
696.000000	5+5=	5.000000	0.591845
696.000000	3+4=	5.000000	0.681012
696.000000	2+6=	5.000000	0.749274
696.000000	2+4=	5.000000	0.687583
696.000000	5+8=	5.000000	1.412048
696.000000	6+7=	5.000000	1.299744
696.000000	4+4=	5.000000	0.928286
696.000000	5+9=	5.000000	1.067188
696.000000	7+8=	5.000000	1.031976
696.000000	4+9=	5.000000	1.135181
696.000000	4+8=	5.000000	0.834125
696.000000	3+9=	5.000000	1.384096
696.000000	4+6=	5.000000	1.120947
696.000000	5+7=	5.000000	0.956017
696.000000	2+7=	5.000000	1.054535
696.000000	2+5=	5.000000	0.876277
696.000000	8+9=	5.000000	1.369914
696.000000	3+5=	5.000000	1.450820
696.000000	8+8=	5.000000	0.801343
696.000000	5+6=	5.000000	0.809234
696.000000	2+9=	5.000000	0.897200
696.000000	6+9=	5.000000	1.789970
696.000000	2+8=	5.000000	0.846647
696.000000	7+9=	5.000000	0.892102
696.000000	3+7=	5.000000	0.977383
696.000000	4+5=	5.000000	0.978641
696.000000	3+8=	5.000000	1.627996
