subjNum	stimulus	duration	RT
209.000000	Profession-So	7.000000	2.688321
209.000000	Tree-As	7.000000	2.005879
209.000000	Profession-Cr	7.000000	3.438073
209.000000	Tree-Re	7.000000	2.542631
209.000000	Profession-Ac	7.000000	3.824642
209.000000	Tree-Hi	7.000000	0.000000
209.000000	Profession-Nu	7.000000	1.874549
209.000000	Tree-Ce	7.000000	5.583809
209.000000	Profession-De	7.000000	5.618118
209.000000	Tree-Wi	7.000000	2.179219
209.000000	Profession-Fa	7.000000	2.108313
209.000000	Tree-Mi	7.000000	3.096649
209.000000	Profession-Nu	7.000000	1.853249
209.000000	Tree-Mi	7.000000	2.195401
209.000000	Profession-Fa	7.000000	2.156705
209.000000	Tree-Ce	7.000000	3.318212
209.000000	Profession-Ac	7.000000	5.962221
209.000000	Tree-Hi	7.000000	0.000000
209.000000	Profession-So	7.000000	2.022573
209.000000	Tree-Re	7.000000	2.301883
209.000000	Profession-De	7.000000	2.842638
209.000000	Tree-Wi	7.000000	2.290066
209.000000	Profession-Cr	7.000000	2.160247
209.000000	Tree-As	7.000000	1.921103
209.000000	Profession-De	7.000000	3.149011
209.000000	Tree-Ce	7.000000	2.695798
209.000000	Profession-Nu	7.000000	1.636262
209.000000	Tree-Wi	7.000000	2.395167
209.000000	Profession-Fa	7.000000	1.588270
209.000000	Tree-Re	7.000000	2.157150
209.000000	Profession-Ac	7.000000	3.287593
209.000000	Tree-Hi	7.000000	0.000000
209.000000	Profession-Cr	7.000000	2.198259
209.000000	Tree-Mi	7.000000	1.942679
209.000000	Profession-So	7.000000	1.905938
209.000000	Tree-As	7.000000	2.021667
