subjNum	stimulus	duration	RT
248.000000	Vegetable-Le	7.000000	5.861310
248.000000	Wood-Ce	7.000000	2.444742
248.000000	Tool-Ch	7.000000	5.779342
248.000000	Instrument-Sa	7.000000	3.061239
248.000000	Tool-Dr	7.000000	0.000000
248.000000	Instrument-Ba	7.000000	2.813145
248.000000	Vegetable-Cu	7.000000	1.596812
248.000000	Wood-Ma	7.000000	3.101386
248.000000	Instrument-Gu	7.000000	2.073639
248.000000	Vegetable-Br	7.000000	1.823433
248.000000	Wood-Bi	7.000000	2.079052
248.000000	Tool-Sc	7.000000	2.331966
248.000000	Vegetable-Le	7.000000	0.000000
248.000000	Instrument-Sa	7.000000	2.272219
248.000000	Wood-Ce	7.000000	1.678158
248.000000	Tool-Ch	7.000000	2.139277
248.000000	Wood-Ma	7.000000	3.006762
248.000000	Tool-Dr	7.000000	0.000000
248.000000	Vegetable-Cu	7.000000	1.560701
248.000000	Instrument-Ba	7.000000	1.450907
248.000000	Tool-Sc	7.000000	1.704966
248.000000	Wood-Bi	7.000000	1.877386
248.000000	Instrument-Gu	7.000000	1.611020
248.000000	Vegetable-Br	7.000000	1.339305
248.000000	Instrument-Ba	7.000000	1.981581
248.000000	Wood-Bi	7.000000	1.134829
248.000000	Vegetable-Cu	7.000000	0.977493
248.000000	Tool-Dr	7.000000	0.000000
248.000000	Instrument-Gu	7.000000	1.756014
248.000000	Wood-Ma	7.000000	1.886436
248.000000	Tool-Ch	7.000000	1.867183
248.000000	Vegetable-Le	7.000000	1.040979
248.000000	Wood-Ce	7.000000	0.751777
248.000000	Instrument-Sa	7.000000	2.009622
248.000000	Vegetable-Br	7.000000	1.521616
248.000000	Tool-Sc	7.000000	2.533183
